dataset,type,features,testsize,size,model,explainer,strategy,compression_time_arfpy_Not needed,compression_time_iid_Not needed,compression_time_kernel_thinning_gaussian,compression_time_kernel_thinning_inverse_multiquadric,compression_time_kernel_thinning_matern,compression_time_kernel_thinning_predictions,compression_time_kernel_thinning_sobolev,compression_time_kernel_thinning_stratified,compression_time_stein_thinning_Not needed,explanation_time_arfpy_Not needed,explanation_time_iid_Not needed,explanation_time_kernel_thinning_gaussian,explanation_time_kernel_thinning_inverse_multiquadric,explanation_time_kernel_thinning_matern,explanation_time_kernel_thinning_predictions,explanation_time_kernel_thinning_sobolev,explanation_time_kernel_thinning_stratified,explanation_time_stein_thinning_Not needed,mae_arfpy_Not needed,mae_iid_Not needed,mae_kernel_thinning_gaussian,mae_kernel_thinning_inverse_multiquadric,mae_kernel_thinning_matern,mae_kernel_thinning_predictions,mae_kernel_thinning_sobolev,mae_kernel_thinning_stratified,mae_stein_thinning_Not needed,mmd_arfpy_Not needed,mmd_iid_Not needed,mmd_kernel_thinning_gaussian,mmd_kernel_thinning_inverse_multiquadric,mmd_kernel_thinning_matern,mmd_kernel_thinning_predictions,mmd_kernel_thinning_sobolev,mmd_kernel_thinning_stratified,mmd_stein_thinning_Not needed,top_k_arfpy_Not needed,top_k_iid_Not needed,top_k_kernel_thinning_gaussian,top_k_kernel_thinning_inverse_multiquadric,top_k_kernel_thinning_matern,top_k_kernel_thinning_predictions,top_k_kernel_thinning_sobolev,top_k_kernel_thinning_stratified,top_k_stein_thinning_Not needed
isolet,Classification,617,1950,16,nn,expected_gradients,na,8.0,1.0,3.0,2.0,5.0,4.0,7.0,,6.0,8.0,6.0,2.0,4.0,5.0,1.0,3.0,,7.0,4.0,3.0,2.0,1.0,2.0,2.0,6.0,,5.0,4.0,3.0,1.0,2.0,1.0,1.0,6.0,,5.0,4.0,3.0,1.0,2.0,1.0,1.0,6.0,,5.0
isolet,Classification,617,1950,32,nn,expected_gradients,na,8.0,1.0,3.0,2.0,4.0,5.0,6.0,,7.0,8.0,6.0,2.0,4.0,5.0,1.0,3.0,,7.0,6.0,5.0,4.0,1.0,3.0,2.0,8.0,,7.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0,6.0,5.0,4.0,3.0,1.0,2.0,8.0,,7.0
isolet,Classification,617,1950,64,nn,expected_gradients,na,8.0,1.0,3.0,2.0,4.0,5.0,6.0,,7.0,8.0,6.0,2.0,4.0,5.0,1.0,3.0,,7.0,6.0,5.0,2.0,1.0,4.0,3.0,8.0,,7.0,6.0,5.0,2.0,1.0,4.0,3.0,8.0,,7.0,6.0,5.0,3.0,1.0,4.0,2.0,8.0,,7.0
isolet,Classification,617,1950,128,nn,expected_gradients,na,8.0,1.0,3.0,2.0,4.0,5.0,6.0,,7.0,8.0,6.0,2.0,4.0,5.0,1.0,3.0,,7.0,6.0,5.0,3.0,4.0,2.0,1.0,8.0,,7.0,6.0,5.0,3.0,2.0,4.0,1.0,8.0,,7.0,6.0,5.0,1.0,4.0,3.0,2.0,8.0,,7.0
jm1,Classification,21,2420,8,nn,sage,permutation,9.0,1.0,5.0,3.0,7.0,4.0,8.0,2.0,6.0,4.0,7.0,9.0,2.0,6.0,8.0,1.0,3.0,5.0,8.0,4.0,1.0,2.0,5.0,6.0,9.0,3.0,7.0,6.0,7.0,4.0,1.0,2.0,3.0,9.0,5.0,8.0,5.0,6.0,1.0,4.0,3.0,2.0,9.0,7.0,8.0
jm1,Classification,21,2420,8,nn,shap,kernel,9.0,1.0,5.0,3.0,7.0,4.0,8.0,2.0,6.0,1.0,9.0,6.0,7.0,8.0,4.0,5.0,3.0,2.0,8.0,7.0,3.0,1.0,4.0,2.0,9.0,5.0,6.0,6.0,7.0,4.0,1.0,2.0,3.0,9.0,5.0,8.0,8.0,6.0,2.0,3.0,4.0,1.0,9.0,5.0,7.0
jm1,Classification,21,2420,8,nn,shapiq,kernel,9.0,1.0,5.0,4.0,6.0,3.0,8.0,2.0,7.0,1.0,3.0,7.0,6.0,8.0,4.0,5.0,9.0,2.0,7.0,8.0,4.0,2.0,1.0,3.0,9.0,6.0,5.0,6.0,7.0,4.0,1.0,2.0,3.0,9.0,5.0,8.0,7.0,8.0,3.0,4.0,1.0,2.0,9.0,6.0,5.0
jm1,Classification,21,2420,8,xgb,sage,permutation,9.0,1.0,5.0,3.0,4.0,6.0,8.0,2.0,7.0,2.0,8.0,5.0,6.0,4.0,3.0,1.0,9.0,7.0,8.0,4.0,3.0,2.0,7.0,6.0,9.0,1.0,5.0,6.0,7.0,3.0,1.0,2.0,4.0,9.0,5.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0
jm1,Classification,21,2420,8,xgb,shap,kernel,9.0,1.0,4.0,3.0,7.0,5.0,8.0,2.0,6.0,6.0,3.0,5.0,4.0,1.0,8.0,2.0,9.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,9.0,3.0,8.0,6.0,7.0,3.0,1.0,2.0,4.0,9.0,5.0,8.0,7.0,6.0,5.0,4.0,1.0,3.0,9.0,2.0,8.0
jm1,Classification,21,2420,8,xgb,shapiq,kernel,9.0,1.0,6.0,3.0,7.0,5.0,8.0,2.0,4.0,1.0,8.0,4.0,5.0,3.0,7.0,6.0,9.0,2.0,7.0,6.0,5.0,3.0,1.0,4.0,9.0,2.0,8.0,6.0,7.0,3.0,1.0,2.0,4.0,9.0,5.0,8.0,7.0,8.0,4.0,2.0,1.0,5.0,9.0,3.0,6.0
jm1,Classification,21,2420,16,nn,sage,permutation,9.0,1.0,5.0,3.0,6.0,4.0,8.0,2.0,7.0,2.0,9.0,7.0,8.0,5.0,4.0,1.0,6.0,3.0,8.0,3.0,6.0,2.0,4.0,7.0,9.0,5.0,1.0,7.0,5.0,3.0,1.0,2.0,3.0,8.0,4.0,6.0,6.0,5.0,2.0,4.0,3.0,1.0,9.0,8.0,7.0
jm1,Classification,21,2420,16,nn,shap,kernel,9.0,1.0,4.0,3.0,6.0,5.0,8.0,2.0,7.0,8.0,9.0,3.0,5.0,6.0,1.0,4.0,7.0,2.0,8.0,5.0,3.0,1.0,2.0,4.0,9.0,7.0,6.0,7.0,5.0,3.0,1.0,2.0,3.0,8.0,4.0,6.0,8.0,5.0,3.0,1.0,2.0,4.0,9.0,6.0,7.0
jm1,Classification,21,2420,16,nn,shapiq,kernel,9.0,1.0,6.0,4.0,5.0,3.0,8.0,2.0,7.0,1.0,4.0,7.0,5.0,8.0,3.0,6.0,9.0,2.0,8.0,5.0,3.0,1.0,2.0,4.0,9.0,7.0,6.0,7.0,5.0,3.0,1.0,2.0,3.0,8.0,4.0,6.0,8.0,5.0,2.0,4.0,1.0,3.0,9.0,7.0,6.0
jm1,Classification,21,2420,16,xgb,sage,permutation,9.0,1.0,3.0,4.0,6.0,5.0,7.0,2.0,8.0,6.0,7.0,5.0,3.0,2.0,9.0,1.0,8.0,4.0,8.0,2.0,6.0,5.0,7.0,1.0,9.0,3.0,4.0,8.0,6.0,4.0,1.0,2.0,3.0,9.0,5.0,7.0,3.0,2.0,4.0,4.0,6.0,1.0,5.0,3.0,4.0
jm1,Classification,21,2420,16,xgb,shap,kernel,9.0,1.0,4.0,3.0,6.0,5.0,8.0,2.0,7.0,6.0,1.0,2.0,4.0,5.0,8.0,3.0,9.0,7.0,7.0,5.0,4.0,3.0,2.0,1.0,9.0,6.0,8.0,8.0,6.0,4.0,1.0,2.0,3.0,9.0,5.0,7.0,7.0,5.0,4.0,3.0,2.0,1.0,9.0,6.0,8.0
jm1,Classification,21,2420,16,xgb,shapiq,kernel,9.0,1.0,4.0,3.0,6.0,5.0,8.0,2.0,7.0,1.0,8.0,5.0,4.0,3.0,6.0,7.0,9.0,2.0,8.0,6.0,3.0,2.0,1.0,5.0,9.0,4.0,7.0,8.0,6.0,4.0,1.0,2.0,3.0,9.0,5.0,7.0,8.0,6.0,3.0,2.0,1.0,5.0,9.0,4.0,7.0
jm1,Classification,21,2420,32,nn,sage,permutation,9.0,1.0,5.0,3.0,6.0,4.0,7.0,2.0,8.0,2.0,9.0,5.0,7.0,6.0,8.0,1.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,6.0,9.0,8.0,7.0,6.0,5.0,4.0,1.0,2.0,3.0,9.0,7.0,8.0,6.0,4.0,1.0,1.0,3.0,2.0,8.0,7.0,5.0
jm1,Classification,21,2420,32,nn,shap,kernel,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,9.0,8.0,4.0,6.0,7.0,2.0,3.0,5.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,9.0,8.0,7.0,6.0,5.0,4.0,1.0,2.0,3.0,9.0,7.0,8.0,6.0,5.0,4.0,2.0,1.0,3.0,9.0,8.0,7.0
jm1,Classification,21,2420,32,nn,shapiq,kernel,9.0,1.0,5.0,4.0,6.0,3.0,7.0,2.0,8.0,1.0,3.0,7.0,6.0,8.0,4.0,5.0,9.0,2.0,7.0,6.0,4.0,1.0,2.0,3.0,9.0,8.0,5.0,6.0,5.0,4.0,1.0,2.0,3.0,9.0,7.0,8.0,7.0,6.0,4.0,2.0,1.0,3.0,9.0,8.0,5.0
jm1,Classification,21,2420,32,xgb,sage,permutation,9.0,1.0,4.0,3.0,5.0,6.0,7.0,2.0,8.0,3.0,4.0,5.0,9.0,8.0,6.0,1.0,7.0,2.0,7.0,4.0,5.0,1.0,2.0,3.0,9.0,6.0,8.0,7.0,6.0,4.0,1.0,2.0,3.0,9.0,5.0,8.0,5.0,4.0,2.0,1.0,2.0,3.0,7.0,6.0,6.0
jm1,Classification,21,2420,32,xgb,shap,kernel,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,6.0,1.0,3.0,4.0,5.0,8.0,2.0,9.0,7.0,6.0,5.0,4.0,2.0,1.0,3.0,9.0,7.0,8.0,7.0,6.0,4.0,1.0,2.0,3.0,9.0,5.0,8.0,6.0,5.0,4.0,2.0,1.0,3.0,9.0,7.0,8.0
jm1,Classification,21,2420,32,xgb,shapiq,kernel,9.0,1.0,3.0,5.0,6.0,4.0,7.0,2.0,8.0,1.0,8.0,3.0,4.0,5.0,6.0,7.0,9.0,2.0,7.0,6.0,3.0,1.0,4.0,2.0,9.0,5.0,8.0,7.0,6.0,4.0,1.0,2.0,3.0,9.0,5.0,8.0,7.0,5.0,2.0,1.0,4.0,3.0,9.0,6.0,8.0
jm1,Classification,21,2420,64,nn,sage,permutation,9.0,1.0,3.0,6.0,5.0,4.0,7.0,2.0,8.0,3.0,5.0,6.0,7.0,8.0,9.0,1.0,4.0,2.0,1.0,4.0,6.0,3.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,7.0,8.0,6.0,5.0,2.0,4.0,3.0,1.0,9.0,8.0,7.0
jm1,Classification,21,2420,64,nn,shap,kernel,9.0,1.0,5.0,3.0,6.0,4.0,7.0,2.0,8.0,8.0,9.0,4.0,5.0,6.0,2.0,3.0,7.0,1.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,8.0,7.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,7.0,8.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,8.0,7.0
jm1,Classification,21,2420,64,nn,shapiq,kernel,9.0,1.0,5.0,4.0,6.0,3.0,7.0,2.0,8.0,1.0,8.0,6.0,5.0,7.0,3.0,4.0,9.0,2.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,8.0,7.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,7.0,8.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,8.0,7.0
jm1,Classification,21,2420,64,xgb,sage,permutation,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,8.0,7.0,6.0,1.0,3.0,2.0,6.0,3.0,5.0,2.0,1.0,4.0,9.0,7.0,8.0,6.0,5.0,4.0,1.0,2.0,3.0,9.0,7.0,8.0,4.0,2.0,3.0,1.0,2.0,2.0,6.0,5.0,5.0
jm1,Classification,21,2420,64,xgb,shap,kernel,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,6.0,1.0,3.0,4.0,5.0,8.0,2.0,9.0,7.0,6.0,5.0,3.0,1.0,2.0,4.0,9.0,7.0,8.0,6.0,5.0,4.0,1.0,2.0,3.0,9.0,7.0,8.0,6.0,5.0,4.0,2.0,1.0,3.0,9.0,7.0,8.0
jm1,Classification,21,2420,64,xgb,shapiq,kernel,9.0,1.0,3.0,5.0,4.0,6.0,7.0,2.0,8.0,1.0,8.0,4.0,3.0,5.0,7.0,6.0,9.0,2.0,6.0,5.0,3.0,4.0,1.0,2.0,9.0,7.0,8.0,6.0,5.0,4.0,1.0,2.0,3.0,9.0,7.0,8.0,7.0,5.0,3.0,4.0,1.0,2.0,9.0,6.0,8.0
jm1,Classification,21,2420,128,nn,sage,permutation,8.0,1.0,3.0,2.0,5.0,4.0,6.0,,7.0,3.0,4.0,7.0,5.0,6.0,8.0,1.0,,2.0,3.0,5.0,6.0,1.0,2.0,4.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0,5.0,6.0,1.0,3.0,3.0,2.0,7.0,,4.0
jm1,Classification,21,2420,128,nn,shap,kernel,8.0,1.0,3.0,2.0,5.0,4.0,6.0,,7.0,8.0,7.0,4.0,5.0,6.0,3.0,2.0,,1.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0
jm1,Classification,21,2420,128,nn,shapiq,kernel,8.0,1.0,5.0,3.0,4.0,2.0,6.0,,7.0,1.0,8.0,5.0,6.0,7.0,3.0,4.0,,2.0,6.0,5.0,3.0,4.0,1.0,2.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0
jm1,Classification,21,2420,128,xgb,sage,permutation,8.0,1.0,2.0,3.0,4.0,5.0,6.0,,7.0,3.0,4.0,8.0,7.0,5.0,6.0,1.0,,2.0,6.0,5.0,3.0,1.0,4.0,2.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0,4.0,1.0,4.0,3.0,2.0,1.0,6.0,,5.0
jm1,Classification,21,2420,128,xgb,shap,kernel,8.0,1.0,3.0,2.0,4.0,5.0,6.0,,7.0,6.0,2.0,3.0,4.0,5.0,8.0,1.0,,7.0,6.0,5.0,2.0,3.0,1.0,4.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0,6.0,5.0,2.0,3.0,1.0,4.0,8.0,,7.0
jm1,Classification,21,2420,128,xgb,shapiq,kernel,8.0,1.0,5.0,3.0,4.0,2.0,6.0,,7.0,1.0,8.0,6.0,3.0,7.0,4.0,5.0,,2.0,6.0,5.0,3.0,4.0,2.0,1.0,8.0,,7.0,6.0,5.0,3.0,1.0,2.0,4.0,8.0,,7.0,6.0,5.0,3.0,4.0,1.0,2.0,8.0,,7.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,16,nn,sage,permutation,9.0,1.0,5.0,6.0,7.0,4.0,8.0,2.0,3.0,7.0,5.0,9.0,3.0,2.0,6.0,1.0,4.0,8.0,5.0,4.0,3.0,1.0,6.0,7.0,9.0,2.0,8.0,6.0,7.0,1.0,2.0,3.0,4.0,9.0,5.0,8.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,16,nn,shap,kernel,9.0,1.0,5.0,6.0,7.0,4.0,8.0,2.0,3.0,2.0,9.0,8.0,7.0,6.0,4.0,1.0,5.0,3.0,7.0,6.0,2.0,1.0,5.0,4.0,9.0,3.0,8.0,6.0,7.0,1.0,2.0,3.0,4.0,9.0,5.0,8.0,6.0,5.0,1.0,1.0,3.0,4.0,8.0,2.0,7.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,16,nn,shapiq,kernel,9.0,1.0,6.0,5.0,7.0,4.0,8.0,2.0,3.0,2.0,6.0,5.0,7.0,4.0,3.0,8.0,9.0,1.0,7.0,6.0,3.0,5.0,4.0,1.0,9.0,2.0,8.0,6.0,7.0,1.0,2.0,3.0,4.0,9.0,5.0,8.0,7.0,6.0,4.0,5.0,3.0,2.0,9.0,1.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,16,xgb,sage,permutation,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,3.0,7.0,2.0,5.0,4.0,9.0,1.0,8.0,6.0,6.0,5.0,3.0,1.0,7.0,4.0,9.0,2.0,8.0,6.0,7.0,1.0,2.0,4.0,3.0,9.0,5.0,8.0,3.0,2.0,4.0,6.0,4.0,6.0,5.0,1.0,4.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,16,xgb,shap,kernel,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,6.0,5.0,2.0,4.0,3.0,8.0,1.0,9.0,7.0,7.0,6.0,3.0,1.0,5.0,2.0,9.0,4.0,8.0,6.0,7.0,1.0,2.0,4.0,3.0,9.0,5.0,8.0,7.0,6.0,3.0,1.0,5.0,2.0,9.0,4.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,16,xgb,shapiq,kernel,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,2.0,3.0,7.0,4.0,5.0,8.0,6.0,9.0,1.0,7.0,6.0,1.0,2.0,5.0,3.0,9.0,4.0,8.0,6.0,7.0,1.0,2.0,4.0,3.0,9.0,5.0,8.0,6.0,7.0,1.0,2.0,4.0,5.0,9.0,3.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,32,nn,sage,permutation,9.0,1.0,6.0,5.0,7.0,4.0,8.0,2.0,3.0,3.0,8.0,7.0,5.0,6.0,2.0,1.0,9.0,4.0,7.0,6.0,2.0,5.0,3.0,1.0,9.0,4.0,8.0,6.0,7.0,4.0,3.0,1.0,2.0,9.0,5.0,8.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,3.0,1.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,32,nn,shap,kernel,9.0,1.0,6.0,5.0,8.0,4.0,7.0,2.0,3.0,3.0,9.0,5.0,8.0,6.0,4.0,1.0,7.0,2.0,6.0,7.0,2.0,3.0,4.0,1.0,9.0,5.0,8.0,6.0,7.0,4.0,3.0,1.0,2.0,9.0,5.0,8.0,6.0,7.0,1.0,5.0,3.0,2.0,9.0,4.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,32,nn,shapiq,kernel,9.0,1.0,6.0,5.0,7.0,4.0,8.0,2.0,3.0,2.0,6.0,7.0,8.0,4.0,3.0,5.0,9.0,1.0,7.0,6.0,1.0,4.0,5.0,2.0,9.0,3.0,8.0,6.0,7.0,4.0,3.0,1.0,2.0,9.0,5.0,8.0,7.0,6.0,1.0,4.0,5.0,3.0,9.0,2.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,32,xgb,sage,permutation,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,6.0,8.0,5.0,3.0,4.0,7.0,1.0,9.0,2.0,6.0,7.0,2.0,5.0,3.0,1.0,9.0,4.0,8.0,6.0,7.0,4.0,2.0,1.0,3.0,9.0,5.0,8.0,4.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,32,xgb,shap,kernel,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,6.0,5.0,4.0,2.0,3.0,8.0,1.0,9.0,7.0,6.0,7.0,2.0,3.0,4.0,1.0,9.0,5.0,8.0,6.0,7.0,4.0,2.0,1.0,3.0,9.0,5.0,8.0,6.0,7.0,2.0,4.0,5.0,1.0,9.0,3.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,32,xgb,shapiq,kernel,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,2.0,3.0,7.0,4.0,5.0,8.0,6.0,9.0,1.0,7.0,6.0,2.0,5.0,3.0,1.0,9.0,4.0,8.0,6.0,7.0,4.0,2.0,1.0,3.0,9.0,5.0,8.0,7.0,6.0,1.0,5.0,4.0,2.0,9.0,3.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,64,nn,sage,permutation,9.0,1.0,6.0,5.0,7.0,4.0,8.0,2.0,3.0,3.0,8.0,6.0,7.0,4.0,2.0,1.0,9.0,5.0,7.0,6.0,1.0,2.0,5.0,3.0,9.0,4.0,8.0,6.0,7.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,1.0,3.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,64,nn,shap,kernel,9.0,1.0,5.0,6.0,7.0,4.0,8.0,2.0,3.0,3.0,9.0,7.0,6.0,5.0,4.0,1.0,8.0,2.0,6.0,7.0,3.0,2.0,4.0,1.0,9.0,5.0,8.0,6.0,7.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,4.0,2.0,3.0,1.0,9.0,5.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,64,nn,shapiq,kernel,9.0,1.0,6.0,5.0,7.0,4.0,8.0,2.0,3.0,2.0,4.0,6.0,8.0,7.0,3.0,5.0,9.0,1.0,7.0,6.0,2.0,4.0,5.0,1.0,9.0,3.0,8.0,6.0,7.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,3.0,4.0,5.0,2.0,9.0,1.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,64,xgb,sage,permutation,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,7.0,4.0,5.0,6.0,3.0,8.0,1.0,9.0,2.0,7.0,6.0,2.0,3.0,5.0,1.0,9.0,4.0,8.0,6.0,7.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,6.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,64,xgb,shap,kernel,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,6.0,5.0,4.0,3.0,2.0,8.0,1.0,9.0,7.0,7.0,6.0,4.0,2.0,3.0,1.0,9.0,5.0,8.0,6.0,7.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,4.0,2.0,3.0,1.0,9.0,5.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,64,xgb,shapiq,kernel,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,2.0,3.0,7.0,6.0,4.0,8.0,5.0,9.0,1.0,7.0,6.0,5.0,3.0,4.0,1.0,9.0,2.0,8.0,6.0,7.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,9.0,1.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,128,nn,sage,permutation,9.0,1.0,5.0,3.0,6.0,4.0,7.0,2.0,8.0,3.0,7.0,6.0,4.0,5.0,2.0,1.0,9.0,8.0,8.0,3.0,6.0,2.0,4.0,1.0,9.0,5.0,7.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,1.0,7.0,3.0,4.0,6.0,3.0,5.0,2.0,1.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,128,nn,shap,kernel,9.0,1.0,5.0,6.0,7.0,4.0,8.0,2.0,3.0,2.0,9.0,7.0,6.0,5.0,3.0,1.0,8.0,4.0,7.0,5.0,4.0,3.0,2.0,1.0,9.0,6.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,5.0,3.0,2.0,4.0,1.0,9.0,6.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,128,nn,shapiq,kernel,9.0,1.0,5.0,6.0,7.0,4.0,8.0,2.0,3.0,2.0,4.0,6.0,5.0,7.0,3.0,8.0,9.0,1.0,7.0,6.0,3.0,4.0,1.0,2.0,9.0,5.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,3.0,4.0,2.0,1.0,9.0,5.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,128,xgb,sage,permutation,9.0,1.0,4.0,3.0,7.0,6.0,8.0,2.0,5.0,5.0,2.0,3.0,7.0,4.0,8.0,1.0,9.0,6.0,7.0,6.0,3.0,1.0,5.0,2.0,9.0,4.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,5.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,6.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,128,xgb,shap,kernel,9.0,1.0,5.0,3.0,7.0,6.0,8.0,2.0,4.0,7.0,6.0,3.0,4.0,2.0,8.0,1.0,9.0,5.0,7.0,5.0,4.0,3.0,2.0,1.0,9.0,6.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,5.0,4.0,2.0,3.0,1.0,9.0,6.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,128,xgb,shapiq,kernel,9.0,1.0,5.0,4.0,7.0,6.0,8.0,2.0,3.0,2.0,3.0,7.0,6.0,5.0,8.0,4.0,9.0,1.0,7.0,6.0,3.0,1.0,2.0,4.0,9.0,5.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,256,nn,sage,permutation,9.0,1.0,5.0,4.0,6.0,3.0,7.0,2.0,8.0,3.0,8.0,6.0,4.0,5.0,2.0,1.0,9.0,7.0,8.0,5.0,1.0,2.0,3.0,6.0,9.0,4.0,7.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,256,nn,shap,kernel,9.0,1.0,5.0,4.0,6.0,3.0,7.0,2.0,8.0,2.0,9.0,7.0,5.0,6.0,3.0,1.0,8.0,4.0,6.0,5.0,3.0,4.0,1.0,2.0,9.0,7.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,6.0,5.0,3.0,4.0,2.0,1.0,9.0,7.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,256,nn,shapiq,kernel,9.0,1.0,5.0,3.0,6.0,4.0,7.0,2.0,8.0,2.0,4.0,8.0,7.0,5.0,3.0,6.0,9.0,1.0,7.0,6.0,4.0,3.0,1.0,2.0,9.0,5.0,8.0,7.0,6.0,3.0,2.0,1.0,4.0,9.0,5.0,8.0,7.0,6.0,5.0,3.0,1.0,2.0,9.0,4.0,8.0
jungle_chess_2pcs_raw_endgame_complete,Classification,6,,256,xgb,sage,permutation,9.0,1.0,4.0,3.0,6.0,5.0,7.0,2.0,8.0,5.0,7.0,2.0,3.0,4.0,8.0,1.0,9.0,6.0,7.0,4.0,2.0,1.0,3.0,5.0,9.0,6.0,8.0,7.0,6.0,4.0,2.0,1.0,3.0,9.0,5.0,8.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,6.0
